id,county,city,name,location,address,street,cross_st_1,cross_st_2,zip,month_open,month_closed,days,frequency,hour_open,hour_closed,manager,phone,association_name,offers_ebt,offers_market_match,offers_WIC_FMNP,offers_WIC_FVC,website,email,latitude,longitude,mm_max,mm_start,mm_end,site_type,offers_f5
249,Los Angeles,Los Angeles,East Los Angeles Farmers' Market,East Los Angeles Civic Center,4801,East 3rd St ,S La Verne Ave,S Mednik Ave,90022,April,September,Wednesday,,09:00:00,15:00:00,Lilia Rivas,3232634462,,1,1,1,1,http://www.hungeractionla.org/marketmatch/,,34.034038,-118.160586,,,,,1
250,Los Angeles,Marina Del Rey,Marina del Rey CFM,Lot #10,,Admiralty Way,Via Marina,,90292,Year Round ,,Thursday,,09:00:00,14:00:00,Paula Rodarte,3104550781,,0,0,0,0,https://www.facebook.com/MDRFarmersMarket,,33.984613,-118.431051,,,,,
251,Los Angeles,Playa Vista,Playa Vista CFM - Wed,,6400,Seabluff Dr,,Discovery Creek,90094,Year Round,,Wednesday,,16:00:00,20:00:00,Mark Anderson,4246457211,,0,0,0,0,http://www.playavistafm.com/,,33.972012,-118.421888,,,,,
252,Los Angeles,Santa Fe Springs,Santa Fe Springs CFM,Town Center Plaza,11710,E Telegraph Rd,Alburtis Ave,Pioneer Blvd,90670,Year Round,,Thursday,,12:00:00,17:00:00,Rick Palas/Jose Honescko,9096306302,,1,0,0,0,https://www.facebook.com/pages/Santa-Fe-Springs-Certified-Farmers-Market/1424499931103202?sk=timeline,rpalas@verizon.net,33.945893,-118.082774,,,,,
253,Los Angeles,Cerritos,Cerritos CFM,North end of Performing Arts Center parking lot,17870,Park Plaza Dr,Park Plaza Dr,Towne Center Dr,90703,Year Round,,Saturday,,08:00:00,12:00:00,Dale C. Whitney,5623013202,,1,0,1,0,http://www.goodveg.org/,,33.870196,-118.062591,,,,,
254,Los Angeles,Long Beach,Growing Experience CFM,,750,Via Carmelitos,N Via Veranada,,90805,Year Round ,,Saturday ,,10:00:00,13:00:00,,5629842917,,0,0,1,0,http://www3.lacdc.org/CDCWebsite/TGE/Home.aspx?id=5686,,33.84802,-118.182601,,,,,
255,Los Angeles,Los Angeles,3rd & Fairfax Farmers' Market,,,,W 3rd St,S Fairfax Ave,90036,Year Round,,"Tuesday, Wednesda, Thursday, Friday, Saturday, Sunday",,10:00:00,22:00:00,Michael Hilty,3239339211,,0,0,0,0,http://www.farmersmarketla.com/,,34.071872,-118.361565,,,,,
256,Los Angeles,Marina Del Rey,Del Rey CFM,Glen Alla Park,4601,Alla Rd ,Glencoe Ave,Alla Rd,90292,Year Round ,,Friday,,12:00:00,19:00:00,Helen Lee,3232729177,,0,0,0,0,,helenlee101@live.com,33.984613,-118.431051,,,,,
257,Los Angeles,Newhall,Valencia Newhall Farmers' Market,Old Town Newhall,,Main St,Market St,6th St,91321,Year Round,,Thursday,,16:00:00,20:00:00,Peggy Bull,8056436458,,0,0,1,0,,,34.379228,-118.527717,,,,,
258,Los Angeles,Newhall,Old Town Newhall Farmers' Market,Vacant lot at corner of Lyons & Railroad Avenues,22520,Lyons Ave,Railroad Ave,,91321,Year Round,,Saturday,,08:30:00,12:30:00,Greta Dunlap,6617993693,,1,1,1,0,oldtownnewhall.org,oldtownnewhallfm@gmail.com,34.381714,-118.529348,10,Year-round,,,
259,Los Angeles,Los Angeles,Arts District CFM,,620,Traction Ave,3rd St,Rose St,90013,Year Round,,Thursday,,16:00:00,20:00:00,Susan Hutchinson,3237104198,,1,0,0,0,http://artsdistrictfarmersmarket.com/,,34.04616,-118.236971,,,,,
260,Los Angeles,Baldwin Park,Kaiser Permanente Baldwin Park CFM,Kaiser Permanente Baldwin Park Medical Center,1101,Baldwin Park Blvd,,Dalewood St,91706,Year Round,,Friday,Weekly,08:30:00,13:30:00,Deborah Brister,3104550181,,0,1,1,0,,,34.0653232,-117.9857612,,,,,
261,Los Angeles,Los Angeles,Loyola Marymount University Farmers' Market,Alumni Mall at Loyola Marymont University,1,LMU Dr,,,90045,September,May,1st day of the month,,08:00:00,14:00:00,Alexandra Froelich,3103385994,,0,0,0,0,,,33.9666085,-118.4234713,,,,,
262,Los Angeles,Avalon,Moana's Market,,205,Metropole Ave,Beacon St,Tremont St,90704,Year Round,,Wednesday,,08:00:00,14:30:00,Sana Hernandez,3109683471,,0,0,0,0,,,33.342326,-118.328765,,,,,
263,Los Angeles,Pasadena,Kaiser Pasadena Farmers' Market,,393,E. Walnut St,,,91188,Year Round,,Wednesday,Bi-Monthly,08:00:00,13:00:00,Dawn Taccone,9098694906,,0,0,0,0,,,34.1504,-118.142228,,,,,
264,Los Angeles,San Dimas,San Dimas Farmers' Market,Civic Center (San Dimas City Hall),245,E. Bonita Ave,Walnut,Iglesia,91773,April,September,Wednesday,,16:00:00,21:00:00,Celena Harrigton,9095814744,,1,0,1,0,http://www.sandimasfarmersmarket.com/,,34.1071325,-117.8035778,,,,,
265,Los Angeles,Topanga,Topanga Canyon CFM,,1440,North Topanga Canyon Blvd,Old Topanga Canyon Rd,,90290,Year Round,,Friday,,09:00:00,13:00:00,Kelly Rockwell,3104550181,,1,0,0,0,https://www.facebook.com/TopangaFarmersMarket,,34.0900712,-118.6038852,,,,,
266,Los Angeles,Alhambra,Alhambra CFM,,100,South Bay State St,Monterey St,Bay State St,91801,Year Round,,Sunday (Closed Easter),,08:30:00,13:00:00,Harry Wong,6265705081,,1,0,1,0,http://www.cityofalhambra.org/page/289/certified_farmers_market/,hwong@yahoo.com,34.093641,-118.1242819,,,,,
267,Los Angeles,Bellflower,Bellflower CFM,Simms Park ,16614,S Clark St,Laurel St,Oak St,90706,Year Round,,Monday,,09:00:00,13:00:00,Cindy Van Meeveren,5629259003,,0,0,1,0,http://www.bellflower.org/depts/parks/market.asp,,33.883729,-118.133846,,,,,
268,Los Angeles,Burbank,Burbank CFM,City Hall Parking Lot,150,N 3rd St. 1 E,3rd St ,Orange Grove Ave,91502,Year Round,,Saturday,,08:00:00,12:30:00,Dennise De Leo,8188474774,,1,0,1,0,,,34.182938,-118.308596,,,,,
269,Los Angeles,Culver City,The Culver City Farmers' Market,,3800,Main St,Culver Blvd,Venice Blvd,90232,Year Round,,Tuesday,,14:00:00,19:00:00,Stephen Whipple,3104302919,,0,0,0,0,http://www.culvercity.org/Business/AboutEconDev/FarmersMarket.aspx,,34.0247221,-118.3941604,,,,,
270,Los Angeles,Long Beach,Long Beach Uptown CFM,"East side of Atlantic Ave. at 46th street, just south of Del Amo",610,E 46th St ,Atlantic Ave,,90807,Year Round,,Thursday,,15:00:00,18:30:00,Dale Whitney,5629831665,,1,0,1,0,http://www.goodveg.org/,,33.8426426,-118.1844498,,,,,
271,Los Angeles,Long Beach,Long Beach Southeast CFM,Alamitos Bay Marina (S of 2nd St),6530,E Marina Dr,,,90803,Year Round,,Sunday,,09:00:00,14:00:00,Dale Whitney,5623013202,,1,0,1,0,http://www.goodveg.org/,,33.7530973,-118.1084168,,,,,
272,Los Angeles,Monrovia,Monrovia Farmers Market - Friday,,,Olive Ave,Myrtle Ave,,91016,Year Round,,Friday,,17:00:00,21:00:00,Jerry Diaz and David Gayman,6263577442,,0,0,1,0,,David@familyfestivalproductions.net; patty@familyfestivalproductions.net,34.1442616,-118.0019482,,,,,
273,Los Angeles,Norwalk,Norwalk CFM,"Alondra Blvd, West of Pioneer Blvd",11700,Alondra Blvd ,,,90650,Year Round,,Tuesday,,09:00:00,13:00:00,(Leonard) Butch Redman,5629444669,,1,0,0,0,,,33.8875463,-118.0846252,,,,,
274,Los Angeles,Redondo Beach,Redondo Beach CFM,In front of Veteran's Park,309,Esplanade ,Torrance Blvd,George Freeth Way,90277,Year Round,,Thursday,,08:00:00,13:00:00,Nancy Jones,3103180610,,0,0,0,0,http://www.redondo.org/depts/recreation/facilities/farmers_market.asp,,33.8376063,-118.389754,,,,,
275,Los Angeles,Beverly Hills,Beverly Hills Farmers' Market,,9300,Civic Center Dr,W 3rd St,,90210,Year Round,,Sunday,,09:00:00,13:00:00,Greta Dunlap,3102856830,,1,0,1,0,http://www.beverlyhills.org/exploring/farmersmarket/,,34.073884,-118.399138,,,,,
276,Los Angeles,Hermosa Beach,Hermosa Beach CFM,,,Valley Dr,10th St,8th St,90254,Year Round,,Friday,,12:00:00,16:00:00,Maureen Hunt,3103760951,,0,0,0,0,,,33.885152,-118.407086,,,,,
277,Los Angeles,Los Angeles,Larchmont Village CFM,Larchmont Lot #694,209,N Larchmont Blvd,Beverly Blvd,W 1st St,90004,Year Round,,Sunday,,10:00:00,14:00:00,Jennifer Cohen,8185918161,,0,0,1,0,http://larchmontla.com/News/Events/larchmont-village-farmers-market.html,,34.075182,-118.323937,,,,,
278,Los Angeles,Palos Verdes,Palos Verdes Farmers' Market,,44B,Peninsula Ctr,Hawthorne,Silver Spur,90274,Year Round,,Sunday,,09:00:00,13:00:00,Brian Weiss/Carri Zotti,3105034421,,0,0,0,0,http://www.palosverdeschamber.com/Site/FarmersMarket.aspx,,33.770272,-118.370257,,,,,
279,Los Angeles,Venice,Venice Farmers Market,,,,Venice Blvd,Venice Way,90291,Year Round,,Friday,,07:00:00,11:00:00,James Murez,3103996690,,0,0,0,0,http://www.venicefarmersmarket.com/,,33.9872989,-118.4663141,,,,,
280,Los Angeles,West Hollywood,Helen Albert West Hollywood Farmers' Market,,1200,N Vista St,Fountain Ave,,90046,Year Round,,Monday,,09:00:00,14:00:00,Chris Worland,3238486511,,0,0,0,0,http://www.weho.org/residents/recreation-services/helen-albert-certified-farmers-market,cworland@weho.org,34.093713,-118.351223,,,,,
281,Los Angeles,Whittier,Uptown Whittier Farmers' Market,Southwest corner of Philadelphia and Bright,13018,Philadelphia St,Bright,,90601,Year Round,,Friday,,08:00:00,13:00:00,NRD Productions,5626962662,,1,0,1,0,http://whittieruptown.org/wua/?page_id=71,,33.9787673,-118.0364794,,,,,
282,Los Angeles,Brentwood,Brentwood CFM - Sunday,,741,Gretna Green Way ,San Vincente Blvd,Montana Ave,90049,Year Round,,Sunday,,09:00:00,14:00:00,Jackson Spears/Joseph Toledo,8185918161,,0,0,1,0,https://www.facebook.com/Brentwoodfm,,34.050895,-118.475099,,,,,
283,Los Angeles,Covina,Covina Certified Farmers' Market,Heritage Park (formerly Civic Center Park),,Citrus Ave,San Bernadino Rd,,91722,April,December,Friday,,17:00:00,21:00:00,Harry Brown-Hiegel,6263845340,,0,0,1,0,http://www.covinafarmersmarket.com/,,34.0892854,-117.8858389,,,,,
284,Los Angeles,El Segundo,El Segundo Certified Farmers' Market,,Main St/Grand,Main St,Holly Ave,Pine Ave,90245,Year Round,,Thursday,,15:00:00,19:00:00,Shaunna Donahue,3106152645,,0,0,1,0,http://www.elsegundo.org/depts/recreation/farmers_market.asp,,33.920918,-118.415945,,,,,
285,Los Angeles,Lawndale,Lawndale CFM,Library lawn,14717,Burin Ave,W 147th St,W 145th St,90260,Year Round,,Wednesday,,14:00:00,19:00:00,Dyan Davis,3106793306,,0,0,0,0,,,33.898755,-118.353847,,,,,
286,Los Angeles,Los Angeles,La Cienega Farmers' Market,,1801,S La Cienega Blvd,South La Cienega Blvd,18th St,90035,Year Round,,Thursday,,14:00:00,19:00:00,Cynthia Ojeda,4242872280,,1,1,1,1,www.lacienegafarmersmarket.com,mnpfarmersmarkets@att.net,34.044294,-118.377539,,,,,1
287,Los Angeles,Los Angeles,L.A. City Hall CFM (Little Tokyo CFM),L.A. City Hall/South Plaza,200,N Main St,W 1st St,W Temple St,90012,Year Round,,Thursday,,10:00:00,14:00:00,Susan Hutchinson,3237104198,,1,0,0,0,http://www.downtownla.com/0_01_eventDetail.asp?EventID=722,,34.053133,-118.242752,,,,,
288,Los Angeles,Montrose,Montrose Harvest Market,Montrose,2200,Honolulu Ave,Ocean ,,91021,Year Round,,Sunday,,09:00:00,16:00:00,Mark Sheirdan,8186462880,,0,0,0,0,,,34.2049297,-118.2256037,,,,,
289,Los Angeles,Baldwin Park,Kaiser Permanente Baldwin Park CFM,Kaiser Permanente Baldwin Park Medical Center,1101,Baldwin Park Blvd,,Dalewood St,91706,Year Round,,Sunday,Weekly,09:00:00,14:00:00,Susan Hua,3104550181,,0,1,1,0,,,34.0653232,-117.9857612,,,,,
290,Los Angeles,Culver City,Culver South CFM,,,,Slauson Ave,Hannum,90230,Year Round,,Saturday,,07:30:00,11:30:00,Steve Fisher,3232820258,,0,0,0,0,,,33.988806,-118.391807,,,,,
291,Los Angeles,Downey,Kaiser Downey Farmers' Market,,9353,E Imperial Hwy,Bellflower Blvd,Columbia Way,90242,Year Round,,Friday,Bi-Monthly,07:30:00,13:00:00,Dawn Taccone,9098694906,,0,0,1,0,,,33.918519,-118.128355,,,,,
292,Los Angeles,Long Beach,Green Acres,,5000,E Spring St,Clark Ave,,90815,Year Round,,Sunday,,08:30:00,14:30:00,Richard Espinova,3234979956,,0,0,0,0,,,33.810244,-118.135357,,,,,
293,Los Angeles,Los Angeles,Historic Downtown Farmers' Market,,220,W 5th St,S Spring St,S Broadway,90013,Year Round,,Sunday,,09:00:00,14:00:00,Ian Gabriel,3104550181,,1,0,0,0,,,34.047097,-118.25064,,,,,
294,Los Angeles,Redondo Beach,Rivera Village CFM,,,Ave I,Camino de Estrella,So. Catalina Ave,90277,Year Round,,Friday,,15:00:00,19:00:00,Lee Ostendorf,5624499299,,0,0,0,0,,,33.8287939,-118.3890076,,,,,
295,Los Angeles,South Gate,South Gate,South Gate City Park parking lot,4855,Tweedy Blvd,,,90280,Year Round,,Monday,,10:00:00,15:00:00,Mary Strang,5622301320,,1,0,1,0,http://www.goodveg.org/,,33.939811,-118.1764993,,,,,
296,Los Angeles,Agoura Hills,Agoura Hills CFM,Agoura Hills City Mall,5835,Kenan Rd,,,91301,Year Round,,Sunday,,09:00:00,14:00:00,Dennis Horton,8185918161,,0,0,1,0,,,34.157177,-118.757237,,,,,
297,Los Angeles,Westwood,Westwood Village Farmers' Market,,1080,Broxton Ave,Weyburn ,Kennos,90024,Year Round,,Thursday,,12:00:00,18:00:00,Steve Whipple,3104302919,,0,0,0,0,,,34.0615208,-118.4462417,,,,,
298,Los Angeles,Agoura Hills,Whizins Agoura Hills CFM,,5835,Kanan Rd,,,91301,Year Round,,Sunday,,Invalid,Invalid,Melissa Farwell,8185918161,,0,0,0,0,,,34.1446167,-118.754685,,,,,
